semestre,cursos_matriculados,horas_trabajo_semanal,modalidad_trabajo,turno_clases,asistencia_pct,horas_estudio_semanal,promedio_ponderado,cursos_jalados_acumulados,entrega_trabajos_pct,participacion_clase,distancia_campus_km,internet_estable,apoyo_familiar,uso_tutoria,deuda_pension,promedio_t1,promedio_t2,cursos_en_riesgo_notas,pct_creditos_riesgo,situacion_academica
4,2,9,mixto,noche,80.9,9.0,5.0,2,82.0,3,16.0,1,4,1,2,5.15,7.64,1,0.5,RIESGO_ALTO
9,5,8,mixto,noche,91.2,10.9,5.0,4,95.1,3,4.6,0,5,0,1,7.26,4.22,2,0.4,EN_RIESGO
8,5,8,presencial,noche,74.9,2.4,5.0,2,64.0,3,9.8,0,3,0,3,7.36,9.14,2,0.4,RIESGO_ALTO
1,3,8,presencial,noche,77.4,7.8,5.0,1,74.8,3,11.0,1,1,1,3,4.32,1.57,2,0.67,DESERCION_PROBABLE
2,5,10,sin_trabajo,noche,39.4,6.4,5.0,1,48.6,3,41.6,1,3,0,0,6.0,5.09,2,0.4,DESERCION_PROBABLE
9,2,8,sin_trabajo,sabado_domingo,98.7,13.7,5.0,1,100.0,2,2.3,1,2,1,2,6.69,5.13,1,0.5,EN_RIESGO
6,2,9,remoto,noche,68.3,8.5,5.0,2,71.6,4,39.8,1,3,0,0,1.75,4.26,2,1.0,DESERCION_PROBABLE
6,3,8,sin_trabajo,sabado_domingo,68.2,2.0,5.0,4,81.3,2,5.4,0,4,1,1,4.62,5.15,2,0.67,DESERCION_PROBABLE
1,2,10,presencial,noche,75.5,2.1,5.0,1,94.8,4,33.9,0,3,0,1,4.61,2.92,1,0.5,RIESGO_ALTO
1,2,8,remoto,sabado_domingo,65.8,11.8,5.0,0,64.9,3,44.6,0,4,0,0,8.95,6.4,0,0.0,EN_RIESGO
9,3,8,presencial,noche,62.0,9.3,5.0,5,75.3,4,22.5,1,3,0,0,2.49,5.34,2,0.67,DESERCION_PROBABLE
1,3,10,remoto,noche,65.7,10.1,5.0,1,92.3,1,3.1,1,3,1,1,4.54,3.11,2,0.67,RIESGO_ALTO
4,4,4,presencial,noche,84.6,14.1,5.0,2,98.9,4,14.5,1,1,1,1,4.2,5.42,2,0.5,EN_RIESGO
5,3,8,mixto,noche,75.8,11.2,5.0,2,83.6,4,8.3,1,5,0,0,2.61,1.26,2,0.67,RIESGO_ALTO
10,5,8,mixto,noche,77.0,6.2,5.06,2,100.0,4,19.9,0,2,1,1,2.31,4.7,4,0.8,DESERCION_PROBABLE
1,5,8,mixto,noche,70.1,9.9,5.0,0,78.0,2,6.2,0,3,1,1,3.18,4.14,4,0.8,DESERCION_PROBABLE
3,3,10,presencial,noche,67.0,7.9,5.0,0,73.6,3,80.0,1,1,1,0,7.2,4.24,1,0.33,RIESGO_ALTO
7,3,9,presencial,sabado_domingo,84.3,7.0,5.0,3,88.1,4,6.3,0,2,1,1,7.12,6.05,1,0.33,EN_RIESGO
3,5,10,remoto,sabado_domingo,54.8,9.3,5.0,0,79.9,2,30.3,1,5,1,0,6.29,5.16,2,0.4,RIESGO_ALTO
10,3,8,presencial,noche,56.3,10.0,5.0,6,66.1,1,20.7,1,1,0,2,1.02,8.35,3,1.0,DESERCION_PROBABLE
2,4,8,presencial,noche,77.3,12.9,5.14,1,79.1,3,10.4,0,5,1,0,2.67,4.29,3,0.75,RIESGO_ALTO
4,3,4,remoto,sabado_domingo,89.0,10.0,5.0,1,87.5,4,3.1,1,5,0,1,9.21,5.16,0,0.0,APROBADO_REGULAR
7,4,8,mixto,sabado_domingo,68.6,4.3,5.0,4,80.6,4,5.3,1,4,0,0,7.03,7.42,1,0.25,RIESGO_ALTO
9,2,8,mixto,sabado_domingo,73.1,6.1,5.0,4,81.6,4,19.4,0,2,1,1,4.21,2.38,1,0.5,RIESGO_ALTO
8,4,10,presencial,noche,50.8,9.5,5.0,2,60.3,3,31.9,1,1,0,3,4.57,6.67,2,0.5,DESERCION_PROBABLE
1,5,8,remoto,noche,78.9,6.2,5.0,0,81.6,3,1.8,1,3,0,1,2.85,4.78,4,0.8,DESERCION_PROBABLE
6,4,9,presencial,sabado_domingo,68.5,8.2,5.0,1,65.1,3,17.3,1,2,0,2,6.64,6.63,2,0.5,RIESGO_ALTO
9,2,10,remoto,sabado_domingo,54.7,8.3,5.0,3,70.7,3,30.7,1,5,1,0,7.04,8.53,1,0.5,RIESGO_ALTO
1,4,9,mixto,noche,100.0,15.6,5.0,0,100.0,3,5.5,1,1,0,0,5.42,6.94,2,0.5,EN_RIESGO
3,4,4,presencial,noche,91.0,8.6,5.0,2,93.2,4,1.4,0,5,0,0,4.97,5.53,2,0.5,EN_RIESGO
1,4,9,presencial,sabado_domingo,71.5,8.1,5.0,1,78.3,3,3.5,1,4,0,1,5.55,4.34,2,0.5,RIESGO_ALTO
9,3,12,presencial,noche,51.1,6.6,5.0,5,71.1,1,48.8,1,2,1,2,6.44,4.59,1,0.33,DESERCION_PROBABLE
7,2,10,presencial,noche,48.4,3.7,5.0,2,53.7,4,4.3,1,5,0,0,5.06,5.04,1,0.5,DESERCION_PROBABLE
6,3,9,presencial,noche,46.3,8.2,5.0,1,45.1,4,0.6,1,5,1,0,3.26,5.63,2,0.67,DESERCION_PROBABLE
3,5,10,remoto,sabado_domingo,51.5,6.6,5.0,1,42.2,3,14.7,1,5,0,1,8.57,5.68,1,0.2,RIESGO_ALTO
3,4,9,remoto,noche,68.9,4.7,5.0,0,90.5,1,3.5,0,1,0,2,5.72,3.73,2,0.5,DESERCION_PROBABLE
3,2,9,presencial,noche,76.8,4.8,5.0,2,93.6,2,16.2,0,3,0,1,3.9,2.81,1,0.5,RIESGO_ALTO
2,4,8,presencial,noche,99.5,14.8,5.0,1,100.0,5,32.8,0,5,1,0,1.28,3.21,4,1.0,RIESGO_ALTO
7,2,8,presencial,sabado_domingo,52.3,9.8,5.0,3,43.1,1,7.9,1,1,0,2,5.58,4.27,1,0.5,DESERCION_PROBABLE
8,4,8,presencial,noche,84.2,2.1,5.0,1,99.9,2,2.9,1,4,0,0,6.86,5.54,2,0.5,RIESGO_ALTO
4,5,4,presencial,noche,73.8,13.1,5.0,1,81.2,5,6.7,0,2,1,0,2.55,7.6,4,0.8,RIESGO_ALTO
8,3,8,remoto,noche,78.9,10.7,5.0,2,91.0,4,41.2,1,5,1,3,8.21,5.07,1,0.33,EN_RIESGO
9,2,8,mixto,noche,82.9,11.6,5.0,4,93.5,2,8.7,1,2,0,0,3.24,5.78,1,0.5,RIESGO_ALTO
2,2,9,presencial,sabado_domingo,78.4,8.8,5.0,0,75.2,4,70.8,1,1,0,1,2.38,5.55,2,1.0,RIESGO_ALTO
4,3,4,mixto,sabado_domingo,75.6,10.6,5.0,2,87.3,3,19.3,1,2,0,0,2.15,4.05,2,0.67,RIESGO_ALTO
4,2,8,presencial,noche,73.7,4.6,5.0,2,77.7,4,4.7,0,2,0,0,5.17,5.55,1,0.5,RIESGO_ALTO
3,4,10,presencial,noche,53.3,13.5,5.0,1,63.7,2,22.3,1,3,0,0,9.18,6.64,1,0.25,RIESGO_ALTO
5,3,8,remoto,sabado_domingo,47.1,8.5,5.0,2,59.3,1,4.3,1,2,1,0,6.01,4.72,1,0.33,RIESGO_ALTO
4,3,10,sin_trabajo,noche,66.9,7.6,5.0,2,65.7,2,7.0,1,4,0,0,4.49,2.33,2,0.67,DESERCION_PROBABLE
10,4,9,remoto,sabado_domingo,56.8,9.9,5.0,5,49.1,2,19.7,1,4,1,1,3.67,3.5,3,0.75,DESERCION_PROBABLE
4,2,8,remoto,sabado_domingo,68.3,11.4,5.0,2,74.7,2,7.6,1,1,1,3,1.48,1.94,2,1.0,DESERCION_PROBABLE
1,3,0,mixto,noche,75.6,15.0,5.0,0,81.3,2,1.7,1,3,0,0,4.87,7.71,2,0.67,EN_RIESGO
9,3,12,presencial,noche,53.0,4.9,5.0,3,72.6,2,3.2,0,4,1,0,6.34,5.52,1,0.33,RIESGO_ALTO
3,2,12,presencial,sabado_domingo,54.0,9.0,5.0,1,62.3,2,1.9,0,2,0,0,3.47,6.23,1,0.5,DESERCION_PROBABLE
3,3,4,mixto,noche,65.2,15.8,5.0,1,72.2,3,59.4,1,5,1,3,5.64,3.67,1,0.33,EN_RIESGO
10,2,12,mixto,noche,52.5,4.8,5.0,4,59.8,2,5.9,1,5,1,3,1.09,5.95,2,1.0,DESERCION_PROBABLE
2,5,9,presencial,noche,62.6,3.4,5.0,1,65.6,3,4.4,1,1,0,0,6.86,4.89,2,0.4,RIESGO_ALTO
10,4,0,presencial,noche,69.8,18.3,5.0,3,79.5,4,20.3,0,3,0,0,10.08,3.93,0,0.0,APROBADO_REGULAR
7,4,0,presencial,sabado_domingo,75.7,15.6,5.0,1,88.2,3,8.6,1,4,0,3,5.74,7.16,2,0.5,EN_RIESGO
2,3,9,sin_trabajo,noche,77.8,10.3,5.0,0,78.7,2,8.1,1,3,1,0,2.95,4.64,2,0.67,RIESGO_ALTO
4,3,4,presencial,noche,88.5,12.8,5.0,1,94.5,3,35.0,0,4,1,0,2.94,4.61,2,0.67,EN_RIESGO
4,2,9,presencial,noche,71.7,10.7,5.0,2,80.8,3,21.0,0,4,1,1,4.93,8.21,1,0.5,EN_RIESGO
9,4,10,sin_trabajo,sabado_domingo,59.1,6.0,5.0,2,51.7,2,10.9,0,2,1,2,3.58,4.83,3,0.75,DESERCION_PROBABLE
9,4,8,remoto,sabado_domingo,78.2,13.9,5.0,2,72.9,3,16.3,1,4,1,1,5.12,2.89,2,0.5,RIESGO_ALTO
7,3,8,mixto,noche,84.3,7.0,5.0,1,84.4,4,6.9,1,2,1,1,5.53,5.51,1,0.33,EN_RIESGO
7,3,8,presencial,noche,72.1,8.9,5.0,5,81.2,4,7.1,1,4,0,2,3.61,4.21,2,0.67,DESERCION_PROBABLE
1,2,4,remoto,noche,74.4,3.5,5.0,0,81.1,3,20.6,1,5,1,0,6.25,8.62,1,0.5,EN_RIESGO
1,3,10,sin_trabajo,noche,69.9,11.3,5.0,0,64.7,2,47.1,0,5,1,3,8.07,4.19,1,0.33,RIESGO_ALTO
3,5,9,presencial,sabado_domingo,52.9,7.3,5.0,0,52.6,2,15.9,1,5,0,2,5.32,5.62,3,0.6,DESERCION_PROBABLE
8,4,10,remoto,noche,36.4,8.2,5.0,1,41.5,1,2.8,1,1,1,1,5.29,5.43,2,0.5,DESERCION_PROBABLE
1,3,9,sin_trabajo,noche,78.6,10.9,5.0,0,92.7,4,5.8,1,5,1,0,4.67,7.37,2,0.67,EN_RIESGO
5,2,8,mixto,noche,86.6,2.0,5.0,3,100.0,3,11.7,1,4,0,1,5.57,5.45,1,0.5,RIESGO_ALTO
8,3,9,presencial,noche,83.8,5.4,5.0,3,87.0,3,36.9,1,5,0,2,5.04,5.32,2,0.67,RIESGO_ALTO
7,5,8,presencial,sabado_domingo,67.4,10.3,5.0,4,58.7,3,7.5,1,4,0,1,4.21,3.24,3,0.6,DESERCION_PROBABLE
4,2,9,mixto,sabado_domingo,57.7,7.0,5.0,1,65.1,2,22.4,0,1,0,0,5.0,4.98,1,0.5,RIESGO_ALTO
5,4,12,remoto,sabado_domingo,57.3,5.0,5.0,3,56.8,2,10.0,1,2,1,2,5.42,7.4,2,0.5,DESERCION_PROBABLE
9,3,0,sin_trabajo,noche,82.1,12.7,5.0,4,83.5,3,5.1,1,3,0,1,4.4,6.65,2,0.67,RIESGO_ALTO
5,5,8,presencial,noche,97.3,14.7,5.0,3,100.0,4,48.6,1,4,0,1,6.37,2.15,2,0.4,EN_RIESGO
2,2,8,sin_trabajo,noche,74.1,3.3,5.0,0,83.2,4,2.9,1,2,1,1,2.01,4.98,2,1.0,RIESGO_ALTO
10,5,4,remoto,noche,71.1,12.5,5.0,8,88.9,3,8.1,1,5,1,3,3.19,3.81,4,0.8,DESERCION_PROBABLE
3,5,12,mixto,noche,57.5,1.0,5.0,1,64.3,3,29.9,1,3,1,2,3.35,8.69,3,0.6,DESERCION_PROBABLE
7,5,10,presencial,sabado_domingo,89.0,8.8,5.0,2,100.0,4,19.3,1,1,1,2,4.4,2.71,3,0.6,RIESGO_ALTO
4,5,10,presencial,noche,56.3,8.6,5.0,1,73.6,4,8.1,0,2,1,0,4.76,8.21,3,0.6,RIESGO_ALTO
2,4,12,presencial,noche,48.5,8.7,5.0,0,49.2,3,20.0,1,5,1,0,8.12,3.59,1,0.25,RIESGO_ALTO
9,2,0,presencial,noche,83.5,12.4,5.0,2,97.8,3,2.3,1,4,0,1,4.34,4.93,1,0.5,EN_RIESGO
5,4,4,mixto,noche,78.8,9.2,5.0,2,83.8,4,9.9,1,2,0,0,4.13,5.49,2,0.5,RIESGO_ALTO
4,5,9,presencial,sabado_domingo,71.9,12.9,5.0,0,74.4,4,6.4,1,1,0,0,4.17,1.16,3,0.6,RIESGO_ALTO
6,5,8,presencial,noche,63.0,10.5,5.0,2,69.5,2,0.1,1,2,1,2,3.99,6.54,3,0.6,DESERCION_PROBABLE
2,5,0,remoto,noche,83.5,13.4,5.0,0,88.6,3,15.9,0,2,1,0,4.63,8.91,3,0.6,EN_RIESGO
5,4,4,presencial,sabado_domingo,83.2,9.5,5.0,3,100.0,5,15.7,1,2,1,2,1.1,2.75,4,1.0,DESERCION_PROBABLE
10,2,8,remoto,noche,54.2,3.0,5.0,0,56.0,1,7.5,1,3,1,0,4.17,3.32,1,0.5,DESERCION_PROBABLE
5,4,9,presencial,noche,70.1,10.2,5.0,3,85.8,3,12.1,1,2,0,1,7.89,4.5,1,0.25,RIESGO_ALTO
1,5,12,sin_trabajo,noche,63.5,5.2,5.0,1,68.6,4,0.1,1,1,0,2,3.78,3.99,3,0.6,DESERCION_PROBABLE
2,5,9,remoto,noche,63.6,9.3,5.0,0,74.8,3,22.8,1,5,0,1,4.17,1.18,3,0.6,RIESGO_ALTO
6,3,8,remoto,noche,81.2,10.2,5.0,3,86.0,3,12.2,1,5,1,0,7.91,0.63,1,0.33,EN_RIESGO
1,4,9,presencial,sabado_domingo,54.2,6.6,5.0,1,66.2,2,22.3,1,2,0,1,3.4,6.12,3,0.75,DESERCION_PROBABLE
3,2,10,presencial,noche,57.7,5.7,5.0,1,63.1,1,57.1,1,5,0,1,6.66,2.82,1,0.5,RIESGO_ALTO
1,3,10,mixto,noche,24.2,10.4,5.0,1,40.4,1,5.2,1,2,0,0,8.33,5.35,1,0.33,DESERCION_PROBABLE
8,5,8,remoto,sabado_domingo,48.8,3.6,5.0,4,50.9,4,1.7,1,1,1,0,4.58,2.83,3,0.6,DESERCION_PROBABLE
9,5,8,sin_trabajo,sabado_domingo,71.0,8.0,5.0,3,75.4,3,12.9,1,1,0,2,4.63,6.34,3,0.6,DESERCION_PROBABLE
8,5,12,mixto,sabado_domingo,34.7,1.8,5.0,3,43.5,2,8.2,0,3,0,0,6.57,6.86,2,0.4,DESERCION_PROBABLE
6,4,8,remoto,sabado_domingo,47.6,8.1,5.0,1,57.0,3,8.5,1,2,0,0,2.32,4.74,3,0.75,DESERCION_PROBABLE
7,5,12,presencial,sabado_domingo,44.7,11.5,5.0,3,40.9,2,40.0,0,5,1,0,5.09,6.37,3,0.6,DESERCION_PROBABLE
1,4,9,remoto,sabado_domingo,84.2,14.7,5.0,0,97.2,2,48.6,1,5,1,0,4.62,8.84,2,0.5,EN_RIESGO
1,3,9,remoto,noche,76.3,8.2,5.0,1,88.0,5,0.5,1,5,1,0,1.75,1.68,3,1.0,RIESGO_ALTO
10,2,9,presencial,noche,58.5,8.6,5.0,2,55.2,2,36.0,1,2,1,3,8.38,1.41,0,0.0,RIESGO_ALTO
1,5,9,presencial,noche,71.7,7.4,5.0,0,89.9,4,11.8,1,3,1,0,4.09,4.15,3,0.6,RIESGO_ALTO
2,5,8,remoto,noche,74.7,9.1,5.0,2,89.3,2,9.8,1,3,1,2,5.38,0.0,3,0.6,RIESGO_ALTO
8,5,10,presencial,noche,62.5,10.3,5.0,1,78.4,3,35.9,1,1,1,1,1.67,6.77,4,0.8,DESERCION_PROBABLE
8,3,8,remoto,noche,78.8,12.8,5.0,2,100.0,4,8.9,1,3,1,2,5.49,4.83,2,0.67,RIESGO_ALTO
8,4,10,presencial,noche,71.5,13.9,5.0,2,91.7,3,37.0,1,4,0,1,4.32,7.32,2,0.5,RIESGO_ALTO
3,4,10,presencial,noche,49.4,11.8,5.0,1,60.2,2,12.5,0,5,0,0,6.35,9.17,2,0.5,RIESGO_ALTO
8,2,8,mixto,noche,75.3,5.4,5.0,3,79.4,4,19.2,0,1,1,0,3.61,9.66,1,0.5,RIESGO_ALTO
2,3,9,mixto,noche,53.3,14.8,5.0,0,51.8,3,1.0,0,2,0,1,2.53,3.31,2,0.67,DESERCION_PROBABLE
9,2,10,remoto,noche,40.7,8.6,5.0,3,39.8,1,14.4,1,2,1,2,2.67,1.98,2,1.0,DESERCION_PROBABLE
9,4,12,mixto,noche,81.0,4.3,5.0,4,85.4,2,7.2,1,3,1,0,7.04,1.98,1,0.25,RIESGO_ALTO
7,5,9,mixto,sabado_domingo,51.8,10.2,5.0,1,57.5,3,8.2,1,4,0,2,6.26,2.22,2,0.4,DESERCION_PROBABLE
8,4,8,presencial,noche,71.5,13.8,5.0,5,82.9,4,0.7,0,3,1,0,7.99,8.28,1,0.25,EN_RIESGO
6,5,4,presencial,noche,88.0,14.5,5.0,2,89.8,2,27.6,1,1,0,0,4.48,4.76,3,0.6,RIESGO_ALTO
9,5,9,remoto,sabado_domingo,69.0,8.9,5.0,5,75.6,3,0.1,1,2,0,1,4.58,3.54,3,0.6,DESERCION_PROBABLE
4,3,10,mixto,noche,74.1,9.2,5.0,1,70.7,2,19.4,1,4,0,1,4.5,4.24,2,0.67,RIESGO_ALTO
9,5,8,sin_trabajo,noche,59.1,9.8,5.0,5,59.2,2,16.8,1,5,0,0,4.59,3.73,3,0.6,DESERCION_PROBABLE
4,3,8,sin_trabajo,sabado_domingo,95.8,11.8,5.0,2,93.3,5,1.9,1,1,0,0,3.88,4.38,2,0.67,RIESGO_ALTO
10,5,4,presencial,sabado_domingo,100.0,11.8,5.0,2,94.1,3,1.2,1,5,1,2,5.79,5.07,2,0.4,EN_RIESGO
7,4,12,remoto,noche,65.6,4.8,5.0,5,75.4,2,4.2,1,5,1,0,6.97,1.83,1,0.25,RIESGO_ALTO
6,4,12,presencial,noche,58.9,4.4,5.0,2,53.9,2,6.4,1,4,0,0,5.74,6.22,2,0.5,DESERCION_PROBABLE
2,4,4,mixto,noche,81.6,12.9,5.0,0,86.9,4,32.0,1,4,0,1,1.95,2.69,3,0.75,RIESGO_ALTO
4,3,9,sin_trabajo,noche,87.8,8.6,5.0,0,100.0,3,20.4,1,2,0,0,3.13,4.48,2,0.67,RIESGO_ALTO
6,4,4,presencial,noche,70.6,16.2,5.0,3,83.8,4,2.5,1,2,0,0,5.09,6.78,2,0.5,RIESGO_ALTO
2,3,10,sin_trabajo,sabado_domingo,26.4,7.5,5.0,1,35.1,1,28.5,1,5,1,1,4.9,4.5,2,0.67,DESERCION_PROBABLE
9,5,4,presencial,sabado_domingo,68.6,9.6,5.0,3,69.6,3,2.6,1,5,1,1,6.72,3.72,2,0.4,RIESGO_ALTO
3,3,12,presencial,noche,68.6,8.6,5.0,0,83.2,2,65.3,0,5,0,1,4.4,3.39,2,0.67,RIESGO_ALTO
10,3,9,mixto,sabado_domingo,63.2,8.2,5.0,3,70.2,2,0.9,1,4,0,2,8.7,4.16,1,0.33,RIESGO_ALTO
6,3,8,presencial,noche,89.2,3.7,5.0,2,96.0,4,9.0,1,2,0,0,7.59,3.89,1,0.33,EN_RIESGO
2,4,9,mixto,noche,68.1,6.5,5.0,2,69.6,2,3.3,0,4,1,1,0.9,3.64,4,1.0,DESERCION_PROBABLE
6,3,9,mixto,noche,66.9,10.5,5.0,2,76.2,1,22.1,1,5,0,0,3.39,4.06,2,0.67,RIESGO_ALTO
6,3,9,presencial,noche,60.4,8.2,5.0,1,74.9,2,19.5,1,3,0,2,5.89,6.7,1,0.33,RIESGO_ALTO
6,3,8,sin_trabajo,noche,85.9,13.3,5.0,3,89.0,4,1.1,1,1,0,1,4.71,4.51,2,0.67,RIESGO_ALTO
5,3,9,presencial,sabado_domingo,76.0,6.5,5.0,1,64.5,5,80.0,1,5,0,0,4.84,3.92,2,0.67,RIESGO_ALTO
4,3,4,sin_trabajo,sabado_domingo,94.4,15.6,5.0,2,100.0,4,40.8,1,5,0,0,5.8,4.31,1,0.33,APROBADO_REGULAR
9,5,9,remoto,noche,68.6,10.6,5.0,4,67.8,3,47.2,1,4,0,3,7.63,6.77,2,0.4,RIESGO_ALTO
3,3,10,remoto,sabado_domingo,31.7,12.2,5.0,1,40.0,1,6.7,0,3,1,3,4.01,7.1,2,0.67,DESERCION_PROBABLE
7,2,10,presencial,noche,69.8,8.3,5.56,3,76.5,4,9.8,0,2,0,3,5.71,7.95,1,0.5,RIESGO_ALTO
10,5,12,remoto,sabado_domingo,39.9,5.8,5.0,3,56.3,1,12.1,1,1,1,0,3.36,6.41,3,0.6,DESERCION_PROBABLE
4,4,8,mixto,sabado_domingo,60.8,9.8,5.0,1,71.9,3,23.7,1,5,1,0,2.97,4.27,3,0.75,RIESGO_ALTO
6,2,9,remoto,noche,85.6,14.2,5.0,1,87.0,3,44.3,1,4,0,2,3.64,5.56,1,0.5,EN_RIESGO
3,3,9,presencial,noche,83.8,14.1,5.0,2,89.2,4,34.3,1,4,0,2,6.57,5.74,1,0.33,EN_RIESGO
8,2,10,mixto,noche,57.7,5.5,5.15,5,60.6,2,5.8,1,2,1,1,7.93,8.2,1,0.5,RIESGO_ALTO
8,3,8,presencial,noche,94.8,17.7,5.0,4,94.3,4,3.1,1,3,0,0,5.43,2.99,2,0.67,EN_RIESGO
7,3,9,presencial,sabado_domingo,73.5,10.2,5.0,3,83.3,2,10.0,0,4,1,0,5.22,1.85,2,0.67,RIESGO_ALTO
4,5,9,presencial,noche,67.1,9.8,5.0,1,85.0,3,10.1,1,2,0,0,4.26,4.52,3,0.6,RIESGO_ALTO
8,3,8,presencial,noche,73.7,11.2,5.0,3,82.2,4,14.4,1,1,1,0,5.01,5.98,2,0.67,RIESGO_ALTO
1,2,9,remoto,sabado_domingo,76.3,9.5,5.0,1,80.6,4,7.9,1,4,0,1,1.06,5.58,2,1.0,RIESGO_ALTO
7,5,8,presencial,noche,54.7,10.5,5.0,3,63.7,2,5.4,1,3,0,2,7.31,7.7,2,0.4,RIESGO_ALTO
6,4,9,sin_trabajo,noche,97.2,13.1,5.0,2,98.5,3,7.0,1,1,1,2,3.2,2.86,3,0.75,RIESGO_ALTO
4,3,8,mixto,noche,68.9,16.6,5.0,1,82.7,2,9.3,1,5,0,0,7.88,5.48,1,0.33,EN_RIESGO
2,5,4,presencial,noche,73.6,13.0,5.0,1,78.4,4,13.8,1,4,0,0,2.94,4.67,4,0.8,RIESGO_ALTO
8,2,8,mixto,noche,82.4,15.0,5.0,3,97.6,3,23.0,1,3,1,3,6.14,4.82,1,0.5,EN_RIESGO
8,5,8,sin_trabajo,noche,56.2,4.2,5.0,2,59.6,3,26.4,0,3,0,0,1.38,3.1,4,0.8,DESERCION_PROBABLE
9,3,8,remoto,noche,58.3,9.4,5.0,2,78.7,3,19.5,1,3,0,0,2.79,4.37,2,0.67,DESERCION_PROBABLE
4,4,4,mixto,noche,89.4,11.5,5.0,1,96.4,3,9.3,1,4,1,0,5.25,1.84,2,0.5,EN_RIESGO
3,5,8,presencial,noche,61.1,7.8,5.0,0,67.6,2,35.5,1,5,1,0,3.02,5.54,4,0.8,DESERCION_PROBABLE
8,5,10,remoto,sabado_domingo,50.7,8.1,5.0,4,42.0,2,6.0,0,3,1,2,4.52,3.7,3,0.6,DESERCION_PROBABLE
7,2,8,presencial,noche,54.5,9.9,5.0,2,64.8,2,0.2,0,3,0,3,4.71,8.68,1,0.5,RIESGO_ALTO
3,5,12,mixto,noche,61.9,6.3,5.0,2,81.4,3,0.6,1,3,1,1,1.15,2.04,4,0.8,DESERCION_PROBABLE
10,2,8,remoto,noche,69.9,6.4,5.0,2,84.1,2,9.9,0,3,1,1,2.64,6.69,2,1.0,DESERCION_PROBABLE
3,4,10,sin_trabajo,noche,46.8,6.0,5.0,2,46.3,1,36.6,0,1,0,0,3.38,5.21,3,0.75,DESERCION_PROBABLE
6,2,10,presencial,sabado_domingo,50.4,10.3,5.0,5,59.2,2,5.1,1,4,0,0,1.35,5.93,2,1.0,DESERCION_PROBABLE
4,3,8,presencial,noche,65.5,7.0,5.0,2,74.1,2,0.1,1,2,0,3,4.65,8.15,2,0.67,DESERCION_PROBABLE
6,2,8,remoto,noche,86.4,11.2,5.0,3,79.0,3,8.9,1,4,0,0,2.86,6.51,1,0.5,RIESGO_ALTO
3,4,9,presencial,noche,69.0,13.9,5.0,0,89.3,2,6.4,1,3,1,0,1.91,5.84,3,0.75,RIESGO_ALTO
2,2,8,presencial,noche,79.8,9.1,5.0,1,72.8,4,15.5,1,3,0,0,8.24,2.84,1,0.5,EN_RIESGO
1,5,10,presencial,sabado_domingo,65.1,8.9,5.0,1,53.8,4,3.1,0,3,1,1,4.05,6.83,3,0.6,RIESGO_ALTO
4,3,10,mixto,sabado_domingo,56.2,8.7,5.0,1,61.2,2,9.1,1,5,1,3,1.3,3.5,3,1.0,DESERCION_PROBABLE
9,2,9,presencial,noche,90.4,10.5,5.0,3,86.7,4,2.8,1,5,0,0,8.84,5.4,0,0.0,APROBADO_REGULAR
1,5,12,mixto,sabado_domingo,90.1,3.7,5.0,0,95.0,4,47.8,1,1,0,1,0.88,5.34,5,1.0,DESERCION_PROBABLE
3,3,8,remoto,sabado_domingo,79.0,10.1,5.0,0,93.1,2,23.9,1,5,0,1,3.78,4.27,2,0.67,RIESGO_ALTO
9,4,9,presencial,sabado_domingo,63.9,11.9,5.0,5,70.6,1,8.8,1,3,1,0,5.39,5.26,2,0.5,RIESGO_ALTO
9,2,8,remoto,noche,64.9,9.6,5.0,3,76.1,3,35.4,1,3,1,0,3.96,2.46,1,0.5,RIESGO_ALTO
7,4,9,remoto,noche,90.2,10.1,5.0,4,93.9,4,0.7,1,1,0,0,4.51,2.82,2,0.5,RIESGO_ALTO
6,4,8,remoto,noche,62.0,7.5,5.0,1,72.9,2,3.0,1,4,1,0,1.02,5.66,4,1.0,DESERCION_PROBABLE
3,3,4,remoto,noche,78.2,12.5,5.0,1,86.7,4,14.1,1,2,0,0,8.67,4.71,1,0.33,EN_RIESGO
2,5,8,remoto,sabado_domingo,76.8,10.7,5.0,0,85.7,3,40.0,1,5,0,0,4.07,2.87,3,0.6,RIESGO_ALTO
8,5,8,sin_trabajo,sabado_domingo,83.9,10.6,5.0,3,84.2,3,6.8,1,4,1,1,2.49,3.74,4,0.8,RIESGO_ALTO
8,2,8,mixto,noche,78.0,9.8,5.0,2,82.8,3,7.5,1,3,0,1,2.58,5.76,2,1.0,RIESGO_ALTO
10,5,9,presencial,noche,81.1,10.2,5.0,4,75.9,4,1.1,1,1,0,1,6.6,5.57,2,0.4,RIESGO_ALTO
6,4,8,sin_trabajo,noche,83.3,11.0,5.0,1,73.6,3,1.1,1,2,0,1,4.34,4.1,2,0.5,RIESGO_ALTO
5,2,10,mixto,sabado_domingo,51.1,9.2,5.0,3,58.3,2,5.7,1,1,1,0,3.62,6.56,1,0.5,DESERCION_PROBABLE
4,2,8,presencial,sabado_domingo,58.5,10.2,5.0,1,54.7,3,6.8,1,5,1,0,4.88,7.32,1,0.5,RIESGO_ALTO
3,5,10,remoto,sabado_domingo,22.8,7.4,5.0,2,28.3,1,4.5,1,2,1,0,2.38,5.83,4,0.8,DESERCION_PROBABLE
