edad,ciclo,trabaja,horas_trabajo_semanal,modalidad_trabajo,tiempo_transporte,carga_familiar,tiene_beca,num_cursos_matriculados,horas_estudio_semanal,horas_sueno,nivel_estres,salud_mental_autopercibida,asistencia_pct,entendimiento_curso,T1,T2,examen_final,nota_final,situacion_academica,modalidad_trabajo_enc,situacion_enc,cluster,pca_x,pca_y,perfil_academico
23,7,1,26.8,Remoto,0.0,0,0,7,15.7,6.2,2.5,7.2,90.1,7.1,11.0,16.2,16.5,15.31,Aprobado,3,0,1,-1.4300208012525648,-0.8065937701104505,Trabajador Esforzado
29,7,1,28.2,Remoto,0.16,0,0,3,15.1,6.6,2.2,9.0,89.4,8.9,15.8,14.4,18.9,16.93,Aprobado,3,0,1,-1.7573348888914777,-0.926424684822595,Trabajador Esforzado
20,3,1,16.8,Presencial,2.09,1,1,6,14.4,7.6,4.9,4.1,78.2,4.8,10.1,10.7,8.9,9.68,Riesgo,2,2,1,0.059479248161469725,-0.0116179722204307,Trabajador Esforzado
23,9,1,25.0,Hibrido,0.4,0,0,3,18.4,6.5,4.4,6.5,83.0,5.3,12.7,13.9,14.2,13.81,Aprobado,0,0,1,-0.5485446264749141,-0.7888173443855024,Trabajador Esforzado
21,9,1,34.0,Hibrido,1.08,2,1,3,5.4,6.2,6.0,4.4,90.9,6.0,8.5,10.8,9.1,9.49,Riesgo,0,2,0,0.783732334174448,0.956917906761876,Vulnerable por Carga Familiar y Estres
20,4,1,19.1,Remoto,0.12,0,0,7,24.6,6.9,2.5,7.8,89.7,5.5,9.3,10.1,13.4,11.59,Aprobado,3,0,2,-1.9821124055816428,-0.6477390377417405,Estudiante de Alto Rendimiento
20,5,1,27.2,Presencial,0.33,2,0,5,13.6,4.7,5.3,6.3,74.8,4.1,6.8,4.7,7.8,6.67,Riesgo,2,2,0,0.9757599068175214,0.4744338949750308,Vulnerable por Carga Familiar y Estres
20,2,1,32.3,Remoto,0.29,0,0,4,14.9,5.1,6.8,6.2,82.0,5.1,9.7,9.7,7.5,8.6,Riesgo,3,2,3,0.5638508512370988,-0.6998996277835511,Riesgo por Ausentismo Laboral
26,2,1,23.7,Presencial,1.45,0,0,3,13.1,6.7,6.9,5.5,78.5,4.8,10.8,8.0,12.3,10.71,Riesgo,2,2,3,0.6777059929689383,-0.6527149042678829,Riesgo por Ausentismo Laboral
24,3,1,32.7,Remoto,0.52,3,0,6,12.6,5.1,8.1,3.8,82.8,9.7,14.8,14.7,14.6,14.67,Aprobado,3,0,0,0.38346464644643186,1.5718439280852203,Vulnerable por Carga Familiar y Estres
24,4,1,17.8,Presencial,2.72,2,0,5,13.1,6.2,5.0,5.8,71.0,5.7,11.5,12.0,13.8,12.8,Aprobado,2,0,0,0.48708892484547217,0.44309206379874416,Vulnerable por Carga Familiar y Estres
25,3,0,0.0,No aplica,0.25,1,0,3,19.1,7.0,3.2,7.4,92.1,7.0,13.6,13.2,19.1,16.23,Aprobado,1,0,2,-2.3386447526658083,0.560007141385983,Estudiante de Alto Rendimiento
29,2,1,32.9,Hibrido,0.85,0,1,6,12.2,8.2,4.1,6.1,77.3,5.2,9.8,9.6,10.7,10.19,Riesgo,0,2,3,0.39744339802396356,-1.1633048588999093,Riesgo por Ausentismo Laboral
30,5,1,30.4,Presencial,2.97,1,0,5,9.2,6.1,6.0,6.9,79.3,3.8,9.4,7.7,8.4,8.39,Riesgo,2,2,3,1.2861365290537057,-0.08096010682659742,Riesgo por Ausentismo Laboral
25,7,0,0.0,No aplica,0.0,2,0,7,17.0,5.2,4.8,6.0,98.2,9.3,11.8,18.1,18.9,17.24,Aprobado,1,0,2,-2.4907298471531227,1.6330404428855427,Estudiante de Alto Rendimiento
27,4,1,27.4,Hibrido,0.78,0,1,6,16.4,6.5,4.5,7.6,86.8,6.8,14.1,15.2,17.3,16.03,Aprobado,0,0,1,-0.8027218386252156,-0.7184371104197658,Trabajador Esforzado
29,6,1,25.1,Presencial,0.98,0,0,5,10.2,7.4,5.1,5.5,70.9,7.9,13.4,11.1,11.3,11.66,Aprobado,2,0,1,0.2466976832641659,-1.2029137222886432,Trabajador Esforzado
28,3,1,41.0,Presencial,2.58,1,0,3,7.1,6.4,7.9,5.3,64.7,6.0,8.9,7.2,5.2,6.54,Riesgo,2,2,3,2.4279091734903018,-0.638211170263769,Riesgo por Ausentismo Laboral
20,8,1,44.7,Presencial,1.24,2,0,4,4.5,6.1,7.0,4.9,73.6,2.6,8.5,9.4,4.5,6.77,Riesgo,2,2,0,2.9680334686974295,0.32650526014479,Vulnerable por Carga Familiar y Estres
32,7,1,24.5,Hibrido,1.31,1,0,4,17.6,5.7,3.6,8.2,85.9,8.3,13.9,10.9,15.4,13.75,Aprobado,0,0,1,-1.336456682360114,-0.08713339261811992,Trabajador Esforzado
20,10,0,0.0,No aplica,0.03,0,1,7,27.3,6.6,1.0,10.0,95.2,7.2,11.6,11.5,20.0,15.77,Aprobado,1,0,2,-3.7506282911786832,-0.3017719923463712,Estudiante de Alto Rendimiento
24,1,1,38.4,Presencial,1.64,3,1,4,8.2,5.1,8.7,4.4,75.5,4.9,10.6,12.0,6.2,8.82,Riesgo,2,2,0,2.402920677667541,1.3744640900632272,Vulnerable por Carga Familiar y Estres
27,9,1,29.4,Presencial,1.38,3,0,5,4.9,5.5,8.4,6.3,79.8,4.9,9.3,11.4,4.9,7.73,Desercion,2,1,0,2.09095037865165,1.6576670195304564,Vulnerable por Carga Familiar y Estres
24,4,1,34.8,Presencial,1.72,1,1,7,9.7,5.9,8.2,4.3,83.4,6.1,12.6,13.0,10.9,11.87,Aprobado,2,0,3,1.1833290412174136,0.1675473457626274,Riesgo por Ausentismo Laboral
21,1,1,36.2,Presencial,2.48,0,0,3,3.1,7.1,6.6,5.6,69.0,6.1,9.9,10.2,7.9,8.99,Riesgo,2,2,3,1.9383393156413067,-1.2750170614482554,Riesgo por Ausentismo Laboral
31,7,0,0.0,No aplica,0.36,0,0,6,26.9,8.5875,1.0,8.3,98.6,8.2,14.1,18.0,20.0,18.22,Aprobado,1,0,2,-4.097317736351998,-0.20219054865696337,Estudiante de Alto Rendimiento
19,2,1,33.4,Presencial,1.51,1,1,7,7.9,6.3,7.9,3.7,77.9,6.5,9.5,8.1,8.4,8.53,Riesgo,2,2,3,1.3857670161303093,-0.042806681083465616,Riesgo por Ausentismo Laboral
21,2,0,58.25,No aplica,0.16,2,0,7,23.5,7.2,1.8,9.5,97.7,6.8,10.1,10.5,16.9,13.62,Aprobado,1,0,1,-1.2156827851333105,0.30535799963240157,Trabajador Esforzado
32,10,1,0.0,Remoto,0.38,1,0,5,14.5,4.5,5.6,6.1,80.1,4.8,7.6,11.6,5.6,7.8,Riesgo,3,2,1,-0.42249250990622755,0.43179338980587656,Trabajador Esforzado
28,3,1,22.1,Hibrido,0.14,0,1,4,10.9,6.3,4.2,6.3,90.0,7.3,13.4,13.7,14.2,13.89,Aprobado,0,0,1,-0.8857079460263668,-0.5516761216136865,Trabajador Esforzado
19,6,1,24.8,Presencial,1.66,3,0,3,11.5,7.3,6.3,4.8,86.8,7.2,12.9,14.2,13.0,13.34,Aprobado,2,0,0,0.16177447287333654,1.7204289202386078,Vulnerable por Carga Familiar y Estres
29,3,1,37.4,Remoto,0.41,0,0,5,13.9,6.2,3.3,9.1,82.9,6.5,12.8,13.3,8.9,11.0,Aprobado,3,0,1,-0.3077636511704224,-1.156735592710552,Trabajador Esforzado
32,2,1,37.7,Remoto,0.44,3,0,7,4.9,5.7,7.1,5.0,77.9,8.3,13.1,18.3,12.8,14.51,Aprobado,3,0,0,1.4354023945915253,1.2320915572815336,Vulnerable por Carga Familiar y Estres
19,1,0,0.0,No aplica,0.07,1,0,5,20.9,8.5875,2.5,7.5,87.7,6.2,11.7,11.5,17.8,14.69,Aprobado,1,0,2,-2.2451931991580785,0.34726272121057233,Estudiante de Alto Rendimiento
24,1,1,33.5,Presencial,1.48,1,1,6,11.2,7.1,4.2,7.7,81.8,5.8,11.3,13.5,11.7,12.16,Aprobado,2,0,1,0.29338024187600104,-0.2791484077848648,Trabajador Esforzado
25,5,0,0.0,No aplica,0.27,0,0,4,23.3,7.7,3.4,8.7,79.9,10.0,14.8,12.1,20.0,16.59,Aprobado,1,0,2,-2.7902973709679637,-0.6534710278866567,Estudiante de Alto Rendimiento
19,5,1,32.2,Remoto,0.0,0,0,6,9.5,6.3,4.0,6.3,84.1,4.7,11.1,12.0,8.5,10.07,Riesgo,3,2,3,0.3366911299080075,-0.9090204672069593,Riesgo por Ausentismo Laboral
21,1,1,33.3,Presencial,2.05,4,1,5,4.0,6.0,7.0,5.8,85.9,7.5,10.5,13.5,10.8,11.55,Aprobado,2,0,0,1.2518416993888433,2.3394222654569723,Vulnerable por Carga Familiar y Estres
20,4,1,33.8,Hibrido,0.9,2,0,4,8.1,7.7,5.4,6.7,75.6,8.3,11.4,13.7,12.8,12.79,Aprobado,0,0,1,0.6847027053884387,0.30503235379939797,Trabajador Esforzado
20,3,0,0.0,No aplica,0.44,1,0,4,16.2,8.5875,1.0,8.3,85.8,8.6,12.4,14.5,20.0,16.83,Aprobado,1,0,2,-2.643666856934076,0.07111615697925357,Estudiante de Alto Rendimiento
24,6,1,23.7,Remoto,0.15,1,1,6,19.9,5.8,2.1,7.5,96.5,10.0,14.2,16.8,20.0,17.88,Aprobado,3,0,2,-2.734507501476201,0.11065111769182814,Estudiante de Alto Rendimiento
24,10,1,21.8,Hibrido,1.08,0,1,3,15.2,5.2,4.9,5.7,80.5,8.2,13.4,12.5,13.0,12.93,Aprobado,0,0,1,-0.8015172435125484,-0.8293874987292862,Trabajador Esforzado
21,7,1,38.9,Remoto,0.24,2,0,7,8.0,5.9,5.4,7.1,79.1,5.2,11.6,13.2,7.5,10.03,Riesgo,3,2,0,1.3502404671971482,0.4034784284141135,Vulnerable por Carga Familiar y Estres
22,10,0,0.0,No aplica,0.68,0,1,7,24.8,7.6,1.0,8.7,90.4,7.8,11.1,16.1,19.7,16.9,Aprobado,1,0,2,-3.461508938978517,-0.4852577914690183,Estudiante de Alto Rendimiento
20,2,0,0.0,No aplica,0.27,0,0,7,17.5,8.5875,1.6,8.2,92.9,4.2,8.9,9.0,19.0,13.98,Aprobado,1,0,2,-2.132842952731065,-0.2573491031695685,Estudiante de Alto Rendimiento
29,3,1,42.5,Hibrido,1.3,0,0,7,7.4,6.0,6.6,4.7,72.0,5.5,7.3,11.2,9.4,9.52,Riesgo,0,2,3,1.8018360728241003,-1.2688259226021177,Riesgo por Ausentismo Laboral
21,8,0,0.0,No aplica,0.61,1,0,7,15.8,6.8,3.2,8.3,73.9,6.8,11.4,12.1,19.1,15.46,Aprobado,1,0,2,-1.1765379800751627,-0.08280493561561116,Estudiante de Alto Rendimiento
31,4,1,38.1,Hibrido,0.49,0,0,7,13.5,7.0,4.9,6.6,74.0,5.9,13.4,13.8,10.5,12.07,Aprobado,0,0,3,0.6499523809979341,-1.3050739058298526,Riesgo por Ausentismo Laboral
26,9,1,34.1,Presencial,1.73,4,1,5,4.9,5.0,8.9,3.2,79.0,5.5,10.3,6.1,5.6,6.69,Desercion,2,1,0,2.384530464428267,2.3216573007079053,Vulnerable por Carga Familiar y Estres
30,5,0,0.0,No aplica,0.41,2,0,3,17.5,6.7,4.5,6.2,99.2,8.1,13.1,11.9,17.2,14.79,Aprobado,1,0,2,-2.385334829192013,1.6626276265986806,Estudiante de Alto Rendimiento
27,3,1,31.7,Remoto,0.38,4,0,3,11.1,5.7,8.7,5.0,79.8,7.2,11.9,12.0,13.1,12.53,Aprobado,3,0,0,1.3974071676986897,2.3365211967119937,Vulnerable por Carga Familiar y Estres
21,9,1,19.1,Hibrido,0.95,1,0,3,20.1,6.3,4.5,4.8,80.0,5.2,11.1,13.5,16.7,14.62,Aprobado,0,0,1,-0.5537826079657754,-0.03921115117779841,Trabajador Esforzado
27,6,1,29.2,Hibrido,0.15,0,0,6,7.5,7.5,5.5,5.9,79.2,5.3,8.5,8.4,9.1,8.77,Riesgo,0,2,3,0.8260215258516597,-0.8846487344034352,Riesgo por Ausentismo Laboral
22,9,1,34.1,Presencial,1.71,4,1,3,3.1,6.2,6.2,6.4,57.5,5.9,8.7,7.6,3.6,5.82,Desercion,2,1,0,2.872208740517416,1.2655995613786517,Vulnerable por Carga Familiar y Estres
19,5,0,0.0,No aplica,0.34,0,0,3,29.4,6.5,1.0,8.7,100.0,7.5,12.5,12.9,20.0,16.37,Aprobado,1,0,2,-4.202167855588113,-0.1374274716208493,Estudiante de Alto Rendimiento
21,2,1,35.3,Remoto,0.49,3,0,7,12.9,5.5,9.5,4.5,81.0,4.4,12.4,15.6,10.6,12.46,Aprobado,3,0,0,1.9702299425565994,1.720562762976823,Vulnerable por Carga Familiar y Estres
22,7,1,29.5,Hibrido,0.84,0,0,3,12.7,8.5875,3.6,4.9,75.4,8.4,13.6,15.7,15.3,15.08,Aprobado,0,0,1,-0.45138152993155706,-1.2900482778423104,Trabajador Esforzado
20,2,1,25.2,Presencial,1.54,2,0,3,10.4,5.1,7.4,3.6,82.8,5.0,8.4,8.8,6.9,7.77,Riesgo,2,2,0,1.0363619261443198,0.9958281145902679,Vulnerable por Carga Familiar y Estres
18,7,1,21.3,Remoto,0.53,2,0,5,11.5,4.8,6.6,6.3,83.2,5.5,13.0,12.8,13.1,12.99,Aprobado,3,0,0,0.527856124948976,0.9857514553636145,Vulnerable por Carga Familiar y Estres
32,5,1,26.9,Presencial,1.65,1,1,4,6.9,5.4,6.3,5.9,76.4,5.8,13.1,8.9,9.2,9.89,Riesgo,2,2,3,1.1238379448639797,-0.1321635899998785,Riesgo por Ausentismo Laboral
25,8,1,31.6,Remoto,0.52,2,1,3,10.3,6.3,7.5,4.6,83.9,4.3,11.0,9.2,7.7,8.81,Riesgo,3,2,0,1.3672534587407033,0.9450725434682146,Vulnerable por Carga Familiar y Estres
24,9,1,14.3,Presencial,0.57,0,0,6,14.2,7.7,2.7,7.8,83.2,7.0,11.2,10.3,16.2,13.43,Aprobado,2,0,1,-1.3212378182730964,-0.8037905494754541,Trabajador Esforzado
31,5,1,23.8,Hibrido,0.9,0,0,5,10.8,6.5,4.1,7.3,80.7,6.5,11.9,11.9,15.3,13.6,Aprobado,0,0,1,-0.22921900061382888,-0.9063332076868759,Trabajador Esforzado
21,9,1,14.0,Presencial,1.48,0,0,5,20.3,6.2,3.8,6.4,84.1,8.7,14.4,17.0,19.3,17.63,Aprobado,2,0,2,-1.953605397023763,-0.6867849933697918,Estudiante de Alto Rendimiento
24,2,0,0.0,No aplica,0.16,4,0,4,10.1,6.1,4.5,5.8,85.5,6.8,10.4,10.8,15.0,12.82,Aprobado,1,0,0,-0.6487975471886608,2.677554549728125,Vulnerable por Carga Familiar y Estres
30,2,1,39.6,Remoto,0.38,1,0,6,9.8,4.6,6.0,4.4,74.9,6.7,10.6,9.0,7.5,8.57,Riesgo,3,2,3,1.1259729367370372,-0.4645452494474461,Riesgo por Ausentismo Laboral
27,10,1,20.5,Presencial,2.45,0,0,5,17.2,7.8,3.4,8.6,73.2,8.8,12.5,12.3,19.5,15.94,Aprobado,2,0,1,-1.1003182829923854,-1.2354735481393637,Trabajador Esforzado
23,6,1,35.6,Presencial,1.02,0,0,5,9.4,6.1,6.1,5.7,67.1,4.7,9.3,8.9,7.2,8.13,Riesgo,2,2,3,1.7275817557581685,-1.354135256169855,Riesgo por Ausentismo Laboral
21,5,1,48.0,Remoto,0.5,2,1,7,2.0,5.9,7.6,6.3,67.0,3.8,7.2,7.2,4.9,6.05,Riesgo,3,2,3,3.452085035493358,0.06984096439365717,Riesgo por Ausentismo Laboral
18,2,0,0.0,No aplica,0.6,3,0,5,29.0,7.2,2.7,6.2,96.0,10.0,10.9,12.7,18.7,15.34,Aprobado,1,0,2,-3.771192020526774,2.0575907521683594,Estudiante de Alto Rendimiento
19,3,1,31.1,Remoto,0.36,3,0,7,7.9,7.1,10.0,3.6,76.4,5.6,8.2,9.6,6.4,7.72,Desercion,3,1,0,2.2842969063086396,1.6593751716768224,Vulnerable por Carga Familiar y Estres
20,7,1,36.9,Remoto,0.52,0,0,7,18.8,5.8,4.9,5.1,78.1,7.7,11.3,10.1,14.2,12.39,Aprobado,3,0,1,-0.36698961252574325,-1.1757068982583825,Trabajador Esforzado
29,9,0,0.0,No aplica,0.26,1,0,3,19.9,6.2,1.0,10.0,91.1,8.8,16.0,19.0,20.0,18.9,Aprobado,1,0,2,-3.2177366308832456,0.2554407203209754,Estudiante de Alto Rendimiento
27,10,1,17.4,Hibrido,1.25,0,0,4,10.6,6.7,4.2,9.4,76.0,6.5,12.9,11.4,11.6,11.8,Aprobado,0,0,1,-0.17165858257845656,-0.9476938417526812,Trabajador Esforzado
24,5,1,30.2,Presencial,1.59,2,1,6,10.1,6.0,7.4,6.2,81.1,5.5,11.4,12.2,9.8,10.84,Riesgo,2,2,0,1.1931895744629342,0.8347575515973678,Vulnerable por Carga Familiar y Estres
29,5,1,33.2,Remoto,0.26,2,0,3,12.1,5.5,10.0,2.4,88.9,4.0,10.8,8.9,6.3,7.98,Riesgo,3,2,0,1.6559885247362724,1.3627545801940324,Vulnerable por Carga Familiar y Estres
20,2,1,38.8,Hibrido,0.29,0,0,6,8.0,5.2,6.6,4.2,83.8,6.7,11.5,10.1,11.5,11.08,Aprobado,0,0,3,0.816741557583922,-0.8082707737957725,Riesgo por Ausentismo Laboral
21,1,0,0.0,No aplica,0.26,1,0,5,17.7,7.3,5.0,6.2,89.2,9.9,12.8,15.9,20.0,17.33,Aprobado,1,0,2,-2.3202004809763204,0.5841047078251627,Estudiante de Alto Rendimiento
23,5,0,0.0,No aplica,0.54,0,0,4,27.4,8.0,1.0,8.6,93.3,9.3,12.5,15.4,20.0,17.12,Aprobado,1,0,2,-4.1160523634452275,-0.41391303695146237,Estudiante de Alto Rendimiento
31,6,1,31.3,Presencial,1.86,1,0,5,9.4,7.6,5.2,6.7,63.7,6.3,9.9,12.4,10.5,10.95,Riesgo,2,2,3,1.3374666976479916,-0.7886747143218419,Riesgo por Ausentismo Laboral
27,2,1,28.9,Remoto,0.12,0,1,4,14.2,5.7,3.5,7.5,75.6,8.8,9.9,13.1,13.0,12.41,Aprobado,3,0,1,-0.7000283122079679,-1.2910498179573147,Trabajador Esforzado
30,5,0,0.0,No aplica,0.72,0,0,5,21.0,8.5,2.8,7.5,96.2,7.6,13.2,10.6,20.0,15.82,Aprobado,1,0,2,-3.0171993731163793,-0.08620063640431229,Estudiante de Alto Rendimiento
21,7,1,23.2,Remoto,0.0,0,0,6,29.499999999999996,5.8,3.9,6.6,80.1,5.8,9.5,11.4,9.4,10.02,Riesgo,3,2,1,-1.515801451456793,-0.9219900331634873,Trabajador Esforzado
30,9,1,32.2,Presencial,1.05,0,0,5,11.2,6.4,4.0,6.0,86.9,4.9,10.8,11.7,10.4,10.87,Riesgo,2,2,1,0.032336872367126096,-0.813659036393423,Trabajador Esforzado
19,10,1,31.6,Presencial,1.09,1,0,7,10.0,7.0,6.4,6.2,66.3,6.5,10.7,8.9,9.3,9.46,Riesgo,2,2,3,1.3977714432221364,-0.5799759000398547,Riesgo por Ausentismo Laboral
21,4,1,26.5,Presencial,1.16,1,1,5,16.4,6.7,4.5,4.1,85.5,7.1,8.9,9.0,11.7,10.33,Riesgo,2,2,1,-0.7096021608704018,-0.01749525318979156,Trabajador Esforzado
25,4,1,35.3,Remoto,0.3,3,0,7,8.2,7.0,7.3,5.1,67.9,7.3,8.7,7.5,7.6,7.79,Riesgo,3,2,0,1.8480137124897393,0.9622647618623001,Vulnerable por Carga Familiar y Estres
18,9,1,38.2,Remoto,0.14,0,0,5,5.2,5.4,4.3,6.9,64.1,4.9,9.9,10.9,8.5,9.5,Riesgo,3,2,3,1.8319875970485922,-1.700895374523068,Riesgo por Ausentismo Laboral
30,7,1,58.25,Presencial,1.72,1,0,7,6.7,6.0,4.3,6.4,67.4,5.5,9.0,11.4,11.6,11.02,Aprobado,2,0,3,2.1976305039703408,-1.2198861651371125,Riesgo por Ausentismo Laboral
31,3,1,21.7,Presencial,1.72,4,1,7,8.7,5.9,8.9,4.9,95.9,9.4,12.6,13.5,14.5,13.82,Aprobado,2,0,0,0.05993931083368168,3.0629055702559937,Vulnerable por Carga Familiar y Estres
26,7,0,0.0,No aplica,0.19,1,1,7,18.3,7.9,3.8,7.9,88.6,7.2,13.2,10.4,18.4,14.96,Aprobado,1,0,2,-2.022232949757391,0.49426683109166675,Estudiante de Alto Rendimiento
22,2,0,0.0,No aplica,0.02,2,0,3,23.3,6.5,2.6,7.8,100.0,9.4,12.7,13.8,18.5,15.93,Aprobado,1,0,2,-3.552871463150764,1.4643998332192965,Estudiante de Alto Rendimiento
19,5,1,30.8,Remoto,0.15,4,0,3,2.6,6.1,7.6,7.1,79.3,7.9,10.9,8.6,5.6,7.56,Riesgo,3,2,0,1.6391043302787514,2.2042217392026076,Vulnerable por Carga Familiar y Estres
27,4,1,22.7,Hibrido,1.16,2,0,7,12.5,6.1,5.4,5.3,85.4,8.9,14.5,18.9,17.6,17.37,Aprobado,0,0,1,-0.5976746537619999,0.8406601690961725,Trabajador Esforzado
26,10,1,40.2,Hibrido,0.81,0,1,6,5.7,6.5,5.7,5.4,82.5,5.6,8.1,11.1,8.1,9.0,Riesgo,0,2,3,1.134097803533923,-0.9508591088272144,Riesgo por Ausentismo Laboral
29,1,1,36.3,Presencial,1.43,0,1,5,12.4,5.6,9.1,3.6,86.9,6.1,8.8,11.3,9.3,9.8,Riesgo,2,2,3,0.9346904005595539,-0.37780394714694526,Riesgo por Ausentismo Laboral
27,9,1,39.2,Hibrido,0.75,0,0,6,11.1,5.2,8.5,5.5,72.4,4.2,6.9,4.8,6.5,6.07,Riesgo,0,2,3,2.0941942524558574,-0.9680420790671899,Riesgo por Ausentismo Laboral
19,3,1,38.4,Presencial,1.74,1,0,3,12.6,5.5,6.7,5.7,79.7,4.9,9.0,11.4,8.3,9.37,Riesgo,2,2,3,1.18598805148115,-0.16050370684866114,Riesgo por Ausentismo Laboral
19,1,1,27.8,Remoto,0.27,1,0,5,14.6,5.5,3.0,5.4,82.8,5.9,7.9,9.8,10.2,9.62,Riesgo,3,2,1,-0.47598678773953185,-0.26884545419960515,Trabajador Esforzado
29,7,0,0.0,No aplica,0.37,0,0,3,19.1,7.0,2.5,7.3,100.0,5.8,15.0,14.8,17.9,16.39,Aprobado,1,0,2,-2.737745163829229,0.05552875966150096,Estudiante de Alto Rendimiento
20,7,1,43.9,Remoto,0.47,0,0,6,3.6,6.7,5.8,5.2,79.7,5.5,7.5,9.4,9.4,9.02,Riesgo,3,2,3,1.5872210838693093,-1.1044805163578522,Riesgo por Ausentismo Laboral
32,2,1,0.0,Remoto,0.7,0,0,5,15.1,5.3,4.8,8.1,78.4,5.3,11.0,7.2,12.7,10.71,Riesgo,3,2,1,-0.7920071708363229,-0.4604772878545608,Trabajador Esforzado
19,1,1,19.2,Presencial,1.53,1,1,6,9.9,6.2,5.5,5.2,95.4,5.1,10.5,11.6,15.6,13.38,Aprobado,2,0,1,-0.2831118105165998,0.6128651229628941,Trabajador Esforzado
28,2,1,38.1,Hibrido,1.07,0,0,6,11.9,7.9,8.0,4.6,86.1,6.1,11.4,11.1,9.8,10.51,Riesgo,0,2,3,0.8269228906295039,-0.554080233300001,Riesgo por Ausentismo Laboral
32,5,1,31.2,Hibrido,0.79,0,0,7,16.2,4.8,5.5,4.4,76.3,6.2,9.0,8.7,10.9,9.86,Riesgo,0,2,1,0.184210055110675,-1.0423918183389436,Trabajador Esforzado
24,2,1,42.0,Hibrido,0.96,1,0,5,10.3,5.0,7.7,4.9,79.9,6.4,10.6,9.4,6.3,8.09,Riesgo,0,2,3,1.3623889718851612,-0.1452689879972112,Riesgo por Ausentismo Laboral
18,8,1,31.9,Presencial,1.7,0,0,7,10.8,6.6,6.3,7.4,72.3,4.0,7.0,6.9,4.1,5.52,Riesgo,2,2,3,1.4487424816079797,-1.0667747692120486,Riesgo por Ausentismo Laboral
31,1,1,29.8,Hibrido,0.23,1,0,5,14.8,4.9,6.1,4.8,72.5,6.6,12.4,11.7,11.8,11.89,Aprobado,0,0,1,0.5962157909038749,-0.36055308490863475,Trabajador Esforzado
20,8,1,58.25,Remoto,0.31,0,0,6,12.1,5.9,7.1,6.0,75.7,5.8,7.6,9.4,8.1,8.39,Riesgo,3,2,3,1.8209845187440536,-1.3745103944289512,Riesgo por Ausentismo Laboral
25,9,0,0.0,No aplica,0.34,1,0,4,19.5,8.3,1.4,8.0,72.9,6.1,10.4,10.5,17.1,13.78,Aprobado,1,0,2,-1.6509045779791742,-0.2921392252362919,Estudiante de Alto Rendimiento
32,8,1,25.3,Presencial,1.26,2,0,5,6.4,5.8,5.4,6.0,76.6,6.2,14.6,8.8,9.5,10.31,Riesgo,2,2,0,0.9415652705807586,0.5381155442074329,Vulnerable por Carga Familiar y Estres
29,10,1,22.9,Hibrido,0.14,0,0,6,13.9,5.8,6.5,6.0,81.1,6.1,12.1,11.2,15.0,13.28,Aprobado,0,0,1,0.10200221044165961,-0.6154452646513959,Trabajador Esforzado
18,10,1,12.4,Remoto,0.45,0,0,7,15.3,5.5,2.1,6.6,83.7,5.9,9.4,10.4,15.7,12.85,Aprobado,3,0,1,-1.384723566905547,-0.7913407284970204,Trabajador Esforzado
30,1,1,37.0,Remoto,0.29,3,1,7,4.0,5.2,8.2,3.7,80.5,6.5,14.1,13.5,10.7,12.22,Aprobado,3,0,0,1.9818642593119287,1.490710997490798,Vulnerable por Carga Familiar y Estres
20,4,1,25.5,Hibrido,0.42,2,0,4,11.1,6.0,8.6,3.4,76.3,6.3,11.4,14.6,13.7,13.51,Aprobado,0,0,0,1.2899747252461728,0.8577189437328516,Vulnerable por Carga Familiar y Estres
29,8,1,37.2,Presencial,2.29,0,0,5,5.7,8.0,7.5,6.6,56.3,4.2,7.5,5.9,4.2,5.37,Riesgo,2,2,3,2.987276539237298,-1.6094890219926445,Riesgo por Ausentismo Laboral
27,4,1,33.1,Remoto,0.2,2,0,3,6.5,5.9,7.8,5.8,68.0,3.2,9.9,6.9,6.7,7.4,Riesgo,3,2,0,2.762755004752911,0.4075775318218954,Vulnerable por Carga Familiar y Estres
22,8,1,34.9,Presencial,1.98,1,0,6,4.7,6.1,7.7,5.8,73.1,6.2,13.3,14.4,12.1,13.03,Aprobado,2,0,3,1.9238738105666915,-0.25519559183714813,Riesgo por Ausentismo Laboral
24,8,1,26.4,Presencial,1.57,1,1,3,8.6,6.3,7.6,5.8,79.8,5.0,9.3,10.0,9.5,9.61,Riesgo,2,2,3,1.273487296093465,0.15116576629296055,Riesgo por Ausentismo Laboral
19,10,1,23.9,Presencial,0.9,2,0,3,7.8,5.6,8.1,5.4,84.6,5.9,10.9,12.9,10.9,11.5,Aprobado,2,0,0,1.06452812751403,1.1373958320879016,Vulnerable por Carga Familiar y Estres
32,4,1,30.7,Presencial,1.52,0,1,6,11.4,4.5,4.3,5.0,78.5,7.1,11.0,7.6,10.7,9.83,Riesgo,2,2,1,-0.0327349248804758,-1.1004720064235676,Trabajador Esforzado
21,4,0,0.0,No aplica,0.09,1,0,5,18.8,8.1,3.9,6.3,83.2,8.1,12.5,12.0,18.2,15.2,Aprobado,1,0,2,-1.9715007105585134,0.29373099089625176,Estudiante de Alto Rendimiento
22,1,1,29.6,Presencial,2.01,0,0,3,12.3,6.8,5.5,5.8,73.5,6.7,12.3,13.3,13.2,13.05,Aprobado,2,0,1,0.4527193001443639,-1.1239371510447538,Trabajador Esforzado
