edad,ciclo,trabaja,horas_trabajo_semanal,modalidad_trabajo,tiempo_transporte,carga_familiar,tiene_beca,num_cursos_matriculados,horas_estudio_semanal,horas_sueno,nivel_estres,salud_mental_autopercibida,asistencia_pct,entendimiento_curso,T1,T2,examen_final,nota_final,situacion_academica
26,3,1,33.8,Remoto,0.49,0,0,3,10.5,6.5,4.0,8.0,89.2,6.0,11.6,15.7,14.1,14.08,Aprobado
27,6,0,0.0,No aplica,0.23,3,0,7,16.3,7.7,4.7,6.9,99.9,6.7,11.9,10.6,14.1,12.61,Aprobado
32,8,1,30.3,Presencial,0.81,3,0,4,14.0,6.6,6.2,7.4,86.7,5.8,10.7,10.9,9.0,9.91,Riesgo
28,4,1,29.5,Presencial,1.29,1,0,3,10.3,6.2,7.8,4.5,75.0,6.2,10.1,10.2,13.6,11.88,Aprobado
27,10,1,90.0,Presencial,1.62,0,1,6,4.5,7.1,6.9,4.6,73.4,5.4,12.5,12.0,9.2,10.7,Riesgo
31,10,0,0.0,No aplica,0.48,0,0,7,20.9,7.2,4.8,4.2,92.8,7.3,13.4,12.8,18.5,15.77,Aprobado
24,8,0,0.0,No aplica,0.63,4,0,6,85.0,6.5,5.1,8.5,85.2,4.2,8.5,8.4,9.5,8.97,Riesgo
32,5,1,31.0,Presencial,1.57,0,0,7,12.1,6.2,5.5,6.5,72.7,6.6,9.9,10.2,10.1,10.09,Riesgo
23,9,1,22.0,Remoto,0.27,2,0,7,15.7,6.3,4.7,7.2,85.2,5.6,11.2,12.2,12.5,12.15,Aprobado
19,8,0,0.0,No aplica,0.48,0,0,4,23.7,7.3,1.0,10.0,92.3,7.6,14.1,16.4,20.0,17.74,Aprobado
24,6,1,31.2,Presencial,1.55,2,1,6,8.4,5.3,6.6,5.5,73.6,4.5,10.4,10.9,8.1,9.4,Riesgo
19,5,0,0.0,No aplica,0.58,0,0,6,21.2,7.9,3.2,6.5,89.0,8.8,13.7,13.5,20.0,16.79,Aprobado
19,9,0,0.0,No aplica,0.34,0,0,7,23.7,8.0,1.0,9.3,87.5,10.0,14.3,17.3,20.0,18.05,Aprobado
31,6,1,22.3,Presencial,0.72,0,1,5,10.0,8.6,4.6,6.2,92.9,8.7,12.7,14.2,16.0,14.8,Aprobado
29,2,1,38.5,Presencial,1.26,3,0,5,3.6,4.4,10.0,1.7,79.8,5.5,10.3,10.9,5.7,8.18,Riesgo
21,10,1,35.5,Presencial,1.84,1,0,7,3.2,6.2,7.2,6.5,73.7,5.9,11.5,10.0,6.1,8.35,Riesgo
30,1,1,31.5,Hibrido,0.45,1,0,7,9.5,5.5,6.5,4.3,69.3,4.3,10.2,12.2,8.2,9.8,Riesgo
19,7,1,29.7,Presencial,2.77,4,0,3,5.6,6.4,7.2,4.3,80.3,7.5,11.7,12.2,10.5,11.25,Aprobado
22,7,1,24.6,Presencial,1.39,0,0,7,8.0,7.5,6.5,6.2,80.8,5.5,14.6,15.5,16.1,15.62,Aprobado
28,6,0,0.0,No aplica,0.21,3,1,4,20.9,6.6,1.8,6.0,96.2,9.5,11.3,12.4,19.5,15.73,Aprobado
22,1,0,0.0,No aplica,0.19,0,0,5,24.0,6.7,2.7,7.6,97.4,8.4,13.4,13.1,19.5,16.36,Aprobado
28,5,0,0.0,No aplica,0.38,0,0,5,23.0,6.6,2.1,8.1,95.5,9.5,12.2,11.0,18.8,15.14,Aprobado
31,9,1,22.9,Presencial,2.37,1,0,3,13.7,6.2,4.6,7.5,69.1,6.1,7.3,8.6,7.3,7.69,Riesgo
18,3,1,32.3,Hibrido,0.96,4,0,5,8.9,6.0,7.2,5.6,84.1,8.4,8.3,8.1,6.3,7.24,Riesgo
18,7,0,0.0,No aplica,0.22,2,1,7,16.2,7.1,4.7,7.1,88.7,8.4,12.1,11.2,15.9,13.73,Aprobado
32,9,1,29.0,Remoto,0.01,0,0,6,15.6,7.5,2.7,8.4,72.6,6.8,13.5,15.0,15.8,15.1,Aprobado
25,10,1,41.3,Presencial,2.06,4,1,5,0.0,5.5,10.0,4.9,75.4,4.5,12.5,12.6,7.8,10.18,Riesgo
25,6,0,0.0,No aplica,0.5,2,0,3,25.4,7.4,2.6,7.1,91.8,8.2,11.4,11.2,16.7,13.99,Aprobado
24,4,0,0.0,No aplica,0.0,2,1,6,20.6,6.1,3.0,6.3,100.0,10.0,12.4,9.2,17.7,14.09,Aprobado
24,7,0,0.0,No aplica,0.36,1,0,6,19.1,5.9,3.5,6.1,94.1,5.1,10.2,9.0,17.2,13.34,Aprobado
28,5,0,0.0,No aplica,0.2,0,0,5,17.1,7.9,1.0,9.1,91.8,6.6,12.7,17.3,20.0,17.73,Aprobado
26,7,1,30.8,Remoto,0.16,0,1,4,10.1,6.7,4.2,6.4,79.9,5.9,14.4,14.3,15.4,14.87,Aprobado
20,8,0,0.0,No aplica,0.1,1,0,4,12.3,6.7,2.5,7.0,86.4,7.6,14.1,13.2,15.8,14.68,Aprobado
27,8,1,16.8,Presencial,2.1,0,1,4,19.7,5.9,2.6,8.6,84.7,6.7,11.8,13.9,19.1,16.08,Aprobado
28,3,1,22.8,Presencial,1.23,1,0,4,13.4,6.0,5.2,6.7,83.2,7.5,11.8,11.2,11.6,11.52,Aprobado
19,8,1,38.8,Presencial,2.06,1,0,3,3.3,6.3,5.9,7.3,77.5,4.7,7.4,6.5,4.6,5.73,Riesgo
23,6,1,13.4,Remoto,0.53,1,0,4,21.9,6.6,2.6,7.8,92.1,7.5,9.3,11.4,19.8,15.18,Aprobado
29,10,1,40.7,Remoto,0.06,2,0,7,7.0,4.7,6.0,6.2,69.3,5.3,9.0,9.6,8.1,8.73,Riesgo
27,7,1,34.0,Presencial,2.39,0,1,5,5.4,5.3,5.3,5.7,75.0,5.1,8.3,6.6,5.5,6.39,Riesgo
20,9,1,24.0,Presencial,1.59,0,0,5,9.2,6.7,4.4,4.4,77.6,6.3,8.4,8.9,11.8,10.25,Riesgo
18,10,1,23.3,Hibrido,1.22,0,1,7,14.0,7.0,4.7,5.9,91.9,10.0,15.8,14.3,20.0,17.45,Aprobado
26,10,0,0.0,No aplica,0.04,0,1,7,26.2,6.3,1.0,7.7,97.9,8.3,12.8,14.7,19.7,16.82,Aprobado
24,8,1,41.3,Remoto,0.19,0,0,5,8.7,4.9,4.9,4.9,79.4,3.4,8.1,8.5,4.3,6.32,Riesgo
32,6,1,29.0,Presencial,2.11,0,0,4,9.3,6.5,5.7,6.0,63.2,6.6,9.0,11.4,13.6,12.02,Aprobado
25,2,1,31.1,Remoto,0.07,0,1,5,5.8,4.7,8.0,5.5,78.8,7.3,13.1,10.8,13.0,12.36,Aprobado
31,4,1,24.8,Remoto,0.36,0,0,7,17.7,6.1,2.3,7.3,86.5,7.2,12.3,13.6,15.3,14.19,Aprobado
21,5,1,31.1,Presencial,2.08,3,0,4,11.6,6.4,7.8,5.1,65.3,6.2,8.4,7.7,8.3,8.14,Riesgo
24,8,1,24.6,Presencial,2.11,0,0,7,15.0,6.3,5.1,5.6,86.3,9.9,12.8,15.0,19.3,16.71,Aprobado
20,6,1,29.4,Presencial,1.27,0,1,5,11.1,5.1,7.5,4.7,87.1,7.9,14.7,10.6,13.1,12.67,Aprobado
26,5,1,44.5,Presencial,2.13,2,1,6,0.9,7.1,9.1,3.4,71.9,6.2,12.5,14.2,8.5,11.01,Aprobado
20,2,1,29.2,Remoto,0.0,0,1,3,17.1,6.3,3.9,7.2,76.3,7.6,12.3,14.3,15.8,14.65,Aprobado
25,8,1,21.6,Presencial,0.75,1,0,7,16.6,6.5,4.3,7.2,90.3,7.0,12.0,13.1,15.9,14.28,Aprobado
23,5,1,19.1,Presencial,1.89,2,0,6,10.9,7.1,5.5,7.7,92.2,7.6,12.1,15.8,16.1,15.21,Aprobado
20,1,0,0.0,No aplica,0.66,1,0,7,15.0,6.9,3.8,6.3,87.0,8.6,11.8,12.0,16.9,14.41,Aprobado
19,3,1,23.9,Hibrido,0.72,0,1,6,18.8,6.2,3.3,7.0,85.0,8.9,10.9,14.8,18.1,15.67,Aprobado
25,9,0,0.0,No aplica,0.16,0,1,5,15.4,8.2,5.2,7.3,92.1,7.1,11.3,13.5,20.0,16.31,Aprobado
32,2,1,17.0,Remoto,0.18,4,0,4,16.6,5.4,7.2,4.7,91.7,6.1,11.8,11.9,9.0,10.43,Riesgo
20,5,1,90.0,Presencial,2.3,3,0,7,8.6,6.5,8.3,4.9,77.8,5.7,13.5,15.8,11.0,12.94,Aprobado
24,6,1,21.5,Remoto,0.26,2,1,5,16.0,5.3,5.8,5.3,88.7,6.5,11.8,13.0,14.4,13.46,Aprobado
21,1,1,30.4,Presencial,1.99,0,1,4,6.8,5.9,6.0,6.1,76.8,5.8,12.4,11.8,11.7,11.87,Aprobado
30,2,1,27.3,Remoto,0.43,0,1,4,21.1,6.5,3.4,7.7,96.7,10.0,10.2,13.8,20.0,16.18,Aprobado
24,10,1,43.7,Presencial,2.11,2,0,3,0.0,7.0,9.5,5.1,60.6,5.1,10.4,9.2,6.0,7.84,Riesgo
32,6,1,31.4,Presencial,1.16,0,0,7,17.6,6.3,5.2,5.4,87.1,6.5,11.7,10.3,16.0,13.43,Aprobado
21,3,1,45.6,Hibrido,1.0,4,0,6,6.9,4.3,10.0,4.0,83.1,1.5,7.6,8.3,3.5,5.76,Desercion
19,2,1,34.5,Presencial,1.53,4,0,4,4.5,6.3,7.5,4.7,72.5,5.0,9.6,10.3,7.5,8.76,Riesgo
26,5,1,41.4,Presencial,1.93,0,1,4,3.8,5.5,7.2,3.4,84.9,7.4,13.9,14.0,11.2,12.58,Aprobado
27,8,1,28.3,Presencial,1.73,0,0,7,7.0,7.0,4.6,5.8,79.8,7.8,12.5,12.9,11.5,12.12,Aprobado
32,8,0,0.0,No aplica,0.64,0,0,6,23.3,7.3,1.0,7.7,93.3,8.0,11.9,12.3,20.0,16.07,Aprobado
31,2,1,39.7,Presencial,1.43,1,1,6,4.2,4.9,7.4,5.4,72.8,4.4,12.8,10.6,7.6,9.54,Riesgo
31,8,1,37.2,Remoto,0.42,0,0,3,2.7,6.6,7.6,3.9,75.4,6.0,10.4,12.5,8.9,10.28,Riesgo
27,9,0,0.0,No aplica,0.15,1,0,7,20.2,6.0,1.8,8.1,88.5,6.5,13.7,14.4,15.8,14.96,Aprobado
23,3,1,27.4,Remoto,0.2,1,1,5,7.3,7.5,7.0,5.2,91.1,6.9,11.5,12.3,14.3,13.14,Aprobado
24,1,0,0.0,No aplica,0.22,0,0,6,22.9,5.8,3.9,7.5,87.7,6.2,11.0,9.3,11.3,10.64,Riesgo
20,10,1,39.1,Presencial,1.89,0,0,3,6.1,6.1,8.0,4.1,84.1,3.4,12.7,13.5,7.8,10.49,Riesgo
24,6,0,0.0,No aplica,0.38,0,1,6,17.7,6.4,1.0,7.0,95.2,8.4,11.9,12.2,16.8,14.44,Aprobado
23,8,1,25.3,Presencial,2.07,1,0,3,11.0,7.5,7.3,5.9,69.2,5.8,14.0,12.2,10.2,11.56,Aprobado
18,4,1,24.0,Presencial,1.79,3,0,5,8.1,4.9,7.0,4.6,86.8,8.3,11.4,13.3,12.0,12.27,Aprobado
21,3,1,22.8,Remoto,0.13,0,1,4,26.0,8.2,2.2,8.9,88.7,7.1,12.5,12.0,18.6,15.4,Aprobado
26,3,1,36.6,Hibrido,0.75,2,0,5,6.2,5.7,7.8,4.7,65.8,4.3,9.7,9.5,5.0,7.29,Riesgo
23,3,1,22.6,Hibrido,0.48,0,0,7,16.0,6.1,3.1,7.4,94.3,3.1,8.1,9.5,13.0,10.97,Riesgo
32,5,1,36.5,Hibrido,1.26,2,0,3,8.2,6.6,8.7,4.8,91.3,5.6,9.1,10.4,13.5,11.69,Aprobado
25,2,1,34.4,Presencial,1.23,0,0,5,11.8,6.2,6.2,6.2,81.8,6.4,7.9,9.4,8.9,8.85,Riesgo
32,9,0,0.0,No aplica,0.4,0,0,7,15.9,6.5,6.1,5.6,91.9,9.3,12.9,14.4,20.0,16.9,Aprobado
27,6,0,0.0,No aplica,0.19,0,0,7,19.7,6.5,2.4,7.2,93.1,10.0,15.0,17.5,20.0,18.25,Aprobado
18,10,1,18.3,Hibrido,0.63,2,0,5,11.6,6.0,5.2,6.1,87.4,6.5,11.2,12.4,13.8,12.86,Aprobado
21,6,1,43.3,Remoto,0.23,0,0,6,7.3,5.5,9.0,2.2,72.1,5.4,8.7,11.8,5.3,7.93,Riesgo
28,4,1,32.6,Presencial,0.38,0,0,5,14.4,6.9,1.8,9.0,82.9,6.1,9.4,10.2,10.5,10.19,Riesgo
26,6,1,13.4,Hibrido,1.12,1,1,5,16.9,6.7,4.3,5.8,87.6,9.7,12.3,13.5,16.0,14.51,Aprobado
22,2,0,0.0,No aplica,0.04,1,0,3,12.0,7.5,2.5,7.1,88.9,7.4,11.5,16.7,18.9,16.76,Aprobado
25,9,1,37.8,Hibrido,0.76,0,1,7,9.6,5.8,7.1,4.7,74.3,5.0,9.6,8.6,9.5,9.25,Riesgo
31,8,1,26.6,Remoto,0.58,0,0,5,16.6,6.9,7.4,5.3,90.1,6.5,10.0,9.9,13.9,11.92,Aprobado
23,2,1,22.3,Hibrido,0.65,2,0,7,13.0,5.7,5.4,5.9,81.1,5.6,9.0,9.3,10.7,9.94,Riesgo
18,6,1,17.4,Presencial,1.84,0,0,4,14.0,6.0,5.3,6.8,88.1,3.9,12.1,15.0,14.3,14.07,Aprobado
22,6,1,48.0,Presencial,1.54,0,0,3,9.7,5.5,8.9,4.6,74.2,6.1,9.3,10.7,8.9,9.52,Riesgo
32,3,0,0.0,No aplica,0.1,0,0,4,24.1,8.2,2.7,6.7,78.6,10.0,14.7,16.7,20.0,17.95,Aprobado
29,2,1,19.9,Presencial,1.88,1,1,6,11.8,6.1,5.2,5.3,89.1,8.9,12.8,13.2,12.6,12.82,Aprobado
30,8,1,32.1,Presencial,1.53,4,0,5,8.4,5.3,9.5,3.5,81.7,3.8,13.2,10.8,10.5,11.13,Aprobado
31,3,1,16.9,Hibrido,1.11,2,1,6,12.4,6.6,3.9,7.6,82.7,4.5,10.6,9.3,12.6,11.21,Aprobado
19,6,1,22.1,Hibrido,1.26,2,0,4,13.6,6.2,8.1,5.1,80.8,7.6,12.8,12.4,14.8,13.68,Aprobado
22,3,1,38.0,Hibrido,0.37,1,0,4,6.1,5.2,6.1,6.3,71.2,7.4,10.0,12.5,9.2,10.35,Riesgo
18,7,1,33.7,Presencial,2.15,0,0,6,12.8,5.3,5.1,5.9,77.2,4.8,7.5,8.2,6.3,7.11,Riesgo
18,1,1,26.9,Presencial,1.49,4,0,5,7.3,6.5,7.4,5.9,77.9,4.5,12.3,12.6,5.3,8.89,Riesgo
30,4,1,30.1,Hibrido,1.81,0,0,4,11.6,5.4,5.4,6.4,64.7,6.4,11.8,8.1,9.8,9.69,Riesgo
32,6,1,26.5,Presencial,1.11,2,0,4,7.0,7.0,7.8,4.1,67.2,6.6,8.1,8.1,8.6,8.35,Riesgo
20,5,1,29.5,Presencial,1.46,0,0,4,12.8,6.0,4.7,6.2,82.6,9.4,13.8,13.2,14.8,14.12,Aprobado
28,7,1,23.9,Presencial,2.68,1,0,4,7.5,4.6,6.2,6.4,76.1,3.9,10.7,11.0,11.4,11.14,Aprobado
26,2,1,25.4,Hibrido,0.92,4,1,6,7.6,6.5,6.6,6.9,95.9,5.4,13.5,16.6,7.7,11.53,Aprobado
19,5,1,25.1,Presencial,1.82,2,1,3,0.0,7.1,8.3,2.7,78.9,3.7,7.8,10.1,7.6,8.39,Riesgo
31,8,1,24.2,Presencial,1.37,3,1,6,1.7,6.8,8.3,4.7,68.3,5.6,9.2,8.6,5.8,7.32,Desercion
31,4,1,38.4,Presencial,0.49,2,0,3,12.3,5.4,5.5,4.4,87.0,6.9,10.8,9.3,9.7,9.8,Riesgo
26,2,1,36.2,Presencial,1.88,1,0,5,15.6,5.7,6.7,4.6,85.9,5.5,10.5,11.8,6.4,8.84,Riesgo
28,9,0,0.0,No aplica,0.21,0,0,5,19.4,6.7,1.7,8.5,85.4,10.0,13.8,15.1,20.0,17.29,Aprobado
23,8,1,20.4,Remoto,0.0,1,0,7,0.0,5.9,2.2,7.9,92.0,5.2,11.4,12.6,10.7,11.41,Aprobado
29,7,0,0.0,No aplica,0.0,0,1,6,21.8,7.3,1.0,7.6,97.7,6.6,9.9,10.6,20.0,15.16,Aprobado
24,8,1,47.2,Presencial,1.72,1,0,4,4.8,5.7,9.1,3.6,65.9,4.5,9.9,10.9,5.4,7.95,Riesgo
32,8,0,0.0,No aplica,0.47,0,0,4,16.8,6.8,3.6,7.9,92.4,10.0,11.2,12.5,16.4,14.19,Aprobado
18,8,1,28.7,Presencial,1.17,3,0,6,14.6,5.3,8.0,4.7,77.1,5.9,11.8,9.4,9.2,9.78,Riesgo
20,6,1,30.7,Hibrido,0.32,2,0,7,5.4,6.3,5.9,5.8,68.7,4.8,8.6,11.4,8.2,9.24,Riesgo
32,1,1,29.1,Presencial,1.51,0,1,6,11.4,7.4,5.5,7.0,80.6,7.5,10.5,11.9,13.1,12.22,Aprobado
22,6,0,0.0,No aplica,0.59,1,0,7,19.0,7.1,2.6,8.3,97.2,10.0,15.4,18.4,20.0,18.6,Aprobado
22,3,1,39.2,Presencial,2.01,2,0,4,6.8,4.8,5.1,5.8,73.9,3.8,9.3,11.0,6.6,8.46,Riesgo
29,8,1,33.6,Hibrido,0.73,3,0,5,11.8,5.8,8.1,5.2,75.2,6.5,11.2,12.7,9.0,10.55,Riesgo
20,5,1,36.8,Remoto,0.33,0,0,5,13.9,6.5,5.4,5.8,81.8,6.4,10.3,15.1,13.8,13.49,Aprobado
25,10,1,34.7,Presencial,2.69,1,0,5,6.4,6.7,10.0,3.6,69.8,5.4,9.7,11.1,9.7,10.12,Riesgo
22,6,1,37.2,Remoto,0.3,0,1,3,8.5,6.6,7.8,3.0,76.0,6.9,9.9,8.1,10.2,9.51,Riesgo
20,6,1,42.7,Presencial,1.86,2,0,4,0.6,6.0,8.9,3.5,69.1,4.7,7.7,6.3,2.3,4.58,Riesgo
32,10,1,40.6,Remoto,0.41,3,0,4,9.5,7.8,7.6,5.0,76.6,5.9,11.6,11.1,8.0,9.65,Riesgo
20,5,1,48.0,Hibrido,0.53,0,0,5,8.2,4.9,6.4,4.4,88.2,5.7,9.1,7.5,6.5,7.32,Riesgo
19,4,1,39.7,Remoto,0.27,0,0,4,12.0,7.3,4.5,6.2,83.5,5.5,10.0,8.5,10.9,10.0,Riesgo
28,4,1,24.6,Hibrido,0.89,0,0,4,15.8,6.9,2.7,5.9,85.8,5.7,11.8,14.7,14.9,14.22,Aprobado
31,9,1,36.8,Presencial,2.24,0,0,6,10.2,8.0,4.8,7.1,63.5,7.4,11.1,12.8,10.9,11.51,Aprobado
19,8,1,35.7,Presencial,1.27,0,1,4,3.8,5.2,6.7,6.7,79.0,3.6,5.1,7.8,5.3,6.01,Riesgo
28,2,1,45.4,Remoto,0.34,2,0,4,3.3,7.0,8.9,3.1,79.3,4.2,8.5,7.7,2.0,5.01,Riesgo
26,5,1,22.3,Remoto,0.0,0,1,5,16.3,7.8,3.6,5.4,78.3,6.5,12.8,11.3,14.6,13.25,Aprobado
30,4,1,34.5,Presencial,1.72,1,0,3,7.7,6.0,6.9,5.7,65.5,5.5,11.0,10.2,5.6,8.06,Riesgo
19,7,1,24.6,Presencial,0.96,2,0,4,15.6,5.5,5.3,6.3,76.4,8.5,12.1,14.4,18.9,16.19,Aprobado
32,1,1,34.1,Presencial,1.77,2,1,3,85.0,7.9,8.2,4.9,80.6,5.7,10.5,10.5,8.8,9.65,Riesgo
27,8,1,28.3,Presencial,1.39,0,0,3,13.3,5.7,4.7,7.1,87.0,4.1,10.1,12.0,12.5,11.87,Aprobado
30,8,1,33.8,Hibrido,0.73,2,1,6,13.4,6.8,5.1,6.3,78.1,6.2,11.1,14.5,15.0,14.07,Aprobado
23,3,1,18.7,Presencial,2.17,1,0,3,13.5,7.7,4.0,8.2,71.6,5.1,9.0,9.0,8.0,8.5,Riesgo
32,2,1,36.3,Hibrido,0.23,0,0,3,15.2,6.0,7.0,6.6,67.7,6.3,11.3,9.2,12.0,11.02,Aprobado
27,7,0,0.0,No aplica,0.63,0,1,3,17.0,7.0,1.7,10.0,84.7,9.2,13.6,17.7,19.0,17.53,Aprobado
19,3,1,31.2,Remoto,0.54,2,0,6,14.0,7.4,7.0,7.2,76.4,6.7,10.9,12.2,12.0,11.84,Aprobado
31,10,0,0.0,No aplica,0.54,0,0,4,21.4,6.8,1.0,7.7,87.3,10.0,14.2,13.6,20.0,16.92,Aprobado
29,8,1,26.9,Remoto,0.08,0,1,4,12.4,6.0,6.2,6.7,84.2,7.6,10.9,10.3,15.3,12.92,Aprobado
22,10,0,0.0,No aplica,0.28,0,0,6,24.5,4.9,2.6,7.8,98.7,8.2,11.9,15.2,20.0,16.94,Aprobado
26,6,1,30.8,Presencial,1.19,3,0,4,16.3,6.7,7.7,2.9,82.2,10.0,13.4,13.5,18.0,15.73,Aprobado
23,10,1,31.6,Presencial,1.57,2,0,7,7.6,5.8,5.0,6.8,73.3,7.1,14.0,11.8,10.5,11.59,Aprobado
26,1,0,0.0,No aplica,0.23,2,1,7,24.8,7.3,2.9,6.7,95.1,7.8,12.2,11.2,17.6,14.6,Aprobado
32,3,1,30.5,Remoto,0.08,0,0,7,15.7,6.2,3.3,7.2,78.0,4.3,13.4,14.3,15.2,14.57,Aprobado
31,1,1,25.5,Remoto,0.4,2,0,6,15.5,7.2,3.4,6.0,82.4,6.7,10.8,12.7,13.5,12.72,Aprobado
21,7,0,0.0,No aplica,0.25,0,1,4,25.2,8.1,1.0,9.8,98.5,9.0,14.8,18.8,20.0,18.6,Aprobado
32,6,1,27.5,Presencial,1.29,4,0,6,5.2,5.2,7.2,4.1,81.7,4.7,12.1,7.3,7.6,8.41,Riesgo
24,3,0,0.0,No aplica,0.32,1,1,6,23.1,6.5,1.0,7.7,100.0,5.7,14.0,14.7,20.0,17.21,Aprobado
28,4,0,0.0,No aplica,0.0,1,0,7,21.0,7.4,3.1,8.4,86.8,5.5,10.0,9.5,14.8,12.25,Aprobado
29,7,0,0.0,No aplica,0.0,3,0,3,15.2,7.9,3.4,7.4,88.1,8.0,12.9,11.1,17.2,14.51,Aprobado
25,2,1,15.6,Remoto,0.72,3,0,7,15.3,6.4,5.1,8.0,90.7,5.9,10.6,11.2,10.4,10.68,Riesgo
24,6,1,27.1,Remoto,0.23,0,0,7,19.8,6.5,5.0,7.1,84.7,7.8,11.3,12.8,15.3,13.75,Aprobado
24,7,1,29.4,Hibrido,0.69,0,0,7,18.7,6.5,4.4,7.7,79.9,6.4,10.7,13.2,15.6,13.9,Aprobado
30,3,1,39.4,Hibrido,0.89,1,0,4,10.8,5.3,6.2,4.5,81.1,8.7,10.1,14.4,12.5,12.59,Aprobado
23,3,1,35.0,Presencial,1.28,0,0,3,13.1,5.8,5.9,6.1,80.7,10.0,12.9,11.8,13.4,12.82,Aprobado
22,4,1,34.7,Hibrido,0.71,0,1,6,14.6,6.0,4.2,8.5,83.2,5.7,9.7,11.0,11.8,11.14,Aprobado
23,6,1,22.9,Presencial,2.44,0,0,3,11.2,7.4,2.5,6.5,72.6,7.5,11.3,11.0,14.3,12.71,Aprobado
20,3,1,37.1,Presencial,0.87,1,0,3,13.5,7.4,5.8,5.8,70.0,7.3,8.4,7.0,5.9,6.73,Riesgo
23,4,0,0.0,No aplica,0.3,1,0,7,20.6,6.2,3.0,7.3,94.6,6.7,11.4,14.6,18.9,16.11,Aprobado
19,6,0,0.0,No aplica,0.38,0,0,7,22.3,7.6,1.6,8.4,93.1,8.4,12.8,15.8,20.0,17.3,Aprobado
19,2,1,33.4,Presencial,1.34,1,0,5,10.5,6.3,6.1,6.4,70.0,4.3,9.2,10.0,10.1,9.89,Riesgo
28,6,1,19.9,Remoto,0.0,0,0,6,17.7,6.1,3.4,7.3,89.7,6.9,12.3,14.0,17.2,15.26,Aprobado
19,2,0,0.0,No aplica,0.42,4,0,5,20.4,5.7,6.8,7.3,89.1,5.3,11.5,11.1,16.8,14.03,Aprobado
26,2,1,44.2,Presencial,1.59,0,1,6,2.9,6.3,8.0,2.2,60.6,3.7,7.7,8.3,0.9,4.48,Riesgo
29,3,1,32.6,Remoto,0.35,2,0,5,14.3,5.5,5.5,3.3,87.3,4.7,11.3,11.9,11.4,11.53,Aprobado
28,3,1,25.2,Presencial,2.08,4,0,6,0.0,6.4,9.6,3.5,74.4,4.6,11.2,10.4,2.0,6.36,Desercion
24,1,1,28.7,Presencial,1.59,1,0,6,10.5,5.5,7.8,6.0,75.0,5.2,9.6,11.2,8.8,9.68,Riesgo
20,10,1,26.6,Remoto,0.6,1,0,6,12.4,5.4,6.1,5.5,86.1,6.7,10.6,10.3,9.0,9.71,Riesgo
31,4,1,27.1,Remoto,0.3,0,0,5,11.9,7.3,5.9,5.3,87.2,5.1,11.7,13.8,15.7,14.33,Aprobado
30,9,1,35.2,Remoto,0.41,0,0,6,12.3,6.4,6.0,3.8,81.1,8.5,11.4,14.5,14.0,13.63,Aprobado
27,10,1,32.2,Remoto,0.25,0,0,3,14.6,6.4,4.8,6.1,77.9,6.7,9.0,11.1,11.6,10.93,Riesgo
19,9,0,0.0,No aplica,0.51,1,0,3,25.7,6.4,3.1,6.8,84.2,6.4,12.2,13.0,17.4,15.04,Aprobado
18,9,1,33.0,Hibrido,0.78,3,0,3,4.6,6.6,6.0,5.5,82.2,6.5,10.8,11.0,9.2,10.06,Riesgo
22,2,0,0.0,No aplica,0.28,0,0,6,23.6,6.9,1.0,8.3,90.5,8.4,13.7,13.9,20.0,16.91,Aprobado
20,4,1,26.0,Remoto,0.54,1,0,4,6.3,7.1,6.0,6.4,73.8,3.2,6.8,8.1,8.0,7.79,Riesgo
30,8,1,25.5,Remoto,0.0,2,0,6,17.5,5.7,3.8,6.5,85.3,8.5,13.3,12.3,16.7,14.7,Aprobado
21,6,1,28.5,Presencial,2.28,0,0,7,10.2,5.6,6.9,4.4,84.4,4.9,10.5,9.1,8.8,9.23,Riesgo
22,1,1,44.4,Remoto,0.18,1,1,6,8.5,5.3,7.2,5.1,85.8,6.4,12.3,10.8,6.0,8.7,Riesgo
32,6,1,45.6,Remoto,0.37,1,0,5,2.7,6.3,10.0,3.5,78.3,4.5,6.8,6.8,6.0,6.4,Riesgo
30,9,0,0.0,No aplica,0.36,1,0,3,20.6,6.1,1.3,7.1,98.6,6.1,10.0,10.0,17.3,13.65,Aprobado
21,9,1,31.0,Presencial,2.03,0,1,7,10.7,7.8,6.7,5.7,79.2,3.9,11.3,9.0,8.7,9.31,Riesgo
23,4,0,0.0,No aplica,0.16,1,0,4,21.8,5.8,1.4,7.0,89.0,10.0,12.8,12.9,20.0,16.43,Aprobado
25,3,1,31.8,Presencial,2.05,1,0,5,9.5,6.1,6.8,5.9,76.5,6.5,8.6,9.3,12.4,10.71,Riesgo
27,4,1,23.7,Hibrido,0.48,0,0,6,9.8,7.5,4.6,5.9,86.5,8.3,12.4,12.7,14.2,13.39,Aprobado
32,3,1,43.0,Presencial,1.28,1,0,7,0.5,6.3,8.3,3.3,69.1,4.8,9.5,9.9,9.2,9.47,Riesgo
31,4,0,0.0,No aplica,0.52,1,0,5,16.0,6.7,3.3,10.0,91.8,7.4,11.2,14.2,18.2,15.6,Aprobado
32,4,1,33.1,Remoto,0.42,1,1,7,12.2,7.0,6.1,5.8,86.0,5.6,13.7,14.0,16.0,14.94,Aprobado
18,5,1,23.0,Presencial,1.42,1,0,6,13.3,5.7,5.3,7.1,85.8,8.8,12.3,11.2,15.3,13.47,Aprobado
